card_id,fraud,customer_id,account_id,is_active,product_type,first_usage_date,expiry_date
CA3190,false,CU4773,AC3248,True,standard,2021-03-13,2026-09-07
CA3621,false,CU4190,AC3749,True,standard,2021-01-31,2029-01-27
CA4240,false,CU4792,AC2529,True,standard,2020-12-03,2029-07-30
CA0725,false,CU3052,AC4836,True,standard,2024-09-15,2029-06-06
CA0008,generic,CU2153,AC1251,False,standard,2020-07-25,2029-02-15
CA3994,false,CU3507,AC3680,True,standard,2020-07-23,2026-07-20
CA0167,false,CU2585,AC0947,True,standard,2022-11-25,2029-08-18
CA4064,false,CU5049,AC3193,True,standard,2020-08-20,2026-08-20
CA4607,false,CU0115,AC4116,True,standard,2021-05-21,2029-02-17
CA3877,false,CU0816,AC3376,True,standard,2022-03-28,2025-11-27
CA2169,false,CU0118,AC2843,True,standard,2020-11-02,2026-11-10
CA5309,false,CU4144,AC4357,True,standard,2021-07-21,2026-10-26
CA2031,false,CU3103,AC2766,True,standard,2020-10-10,2026-10-03
CA2709,false,CU5198,AC0116,True,standard,2023-01-20,2026-02-07
CA2046,false,CU1022,AC4907,True,standard,2025-04-22,2029-01-14
CA4173,false,CU3527,AC4071,True,standard,2021-07-06,2026-04-08
CA2120,false,CU0119,AC0943,True,standard,2020-08-14,2029-07-13
CA0099,false,CU2370,AC3937,True,standard,2020-08-04,2026-08-01
CA1261,false,CU4726,AC4111,True,standard,2020-09-12,2026-10-08
CA1361,false,CU4276,AC0417,True,standard,2020-09-08,2029-09-19
CA2706,false,CU1470,AC0771,True,standard,2021-02-06,2029-02-23
CA0189,false,CU4130,AC5324,False,standard,2022-12-14,2029-08-23
CA1197,false,CU4599,AC0265,True,standard,2023-05-17,2029-03-24
CA4428,false,CU0736,AC0828,True,standard,2021-07-20,2029-12-24
CA3125,false,CU1441,AC1899,True,standard,2020-08-13,2026-08-12
CA2930,false,CU0239,AC1139,True,standard,2021-09-15,2029-08-22
CA4829,false,CU5086,AC0075,True,standard,2020-09-26,2029-02-08
CA0772,false,CU0711,AC1361,True,standard,2024-04-15,2029-05-26
CA2331,false,CU0992,AC5182,True,standard,2022-09-07,2025-10-04
CA3441,false,CU1404,AC2679,True,standard,2020-10-19,2026-07-31
CA0733,false,CU3843,AC5330,True,standard,2020-11-19,2030-07-28
CA3872,false,CU1429,AC0124,True,standard,2020-09-09,2026-09-22
CA2914,false,CU2821,AC4083,True,standard,2022-11-14,2025-12-10
CA3457,false,CU3758,AC4809,True,standard,2020-09-14,2029-04-09
CA4714,false,CU2173,AC2839,True,standard,2020-10-21,2026-10-22
CA4582,false,CU0681,AC4227,False,standard,2021-10-09,2029-09-28
CA4508,false,CU3933,AC2379,True,standard,2025-04-29,2030-03-29
CA0628,false,CU1984,AC4288,True,standard,2022-11-02,2026-09-07
CA2792,false,CU4095,AC3200,True,standard,2023-10-09,2029-07-27
CA3610,false,CU1159,AC4584,True,standard,2020-09-24,2026-09-29
CA0610,false,CU2255,AC3589,True,standard,2022-03-30,2030-04-05
CA2840,false,CU4479,AC0537,True,standard,2020-09-11,2029-02-28
CA4947,false,CU0000,AC0994,True,standard,2020-09-08,2026-02-04
CA2379,false,CU3882,AC4777,True,standard,2024-12-26,2029-08-14
CA3477,false,CU1431,AC4109,True,standard,2020-10-05,2026-03-12
CA4189,false,CU2708,AC2629,True,standard,2020-11-16,2026-06-02
CA2320,false,CU2700,AC0733,True,standard,2020-11-13,2026-05-18
CA3350,false,CU1671,AC0631,True,standard,2020-09-24,2026-09-11
CA4531,false,CU3961,AC4723,True,standard,2020-11-09,2029-10-13
CA2090,false,CU3708,AC4655,True,standard,2023-09-17,2026-09-26
CA0964,false,CU0311,AC1985,True,standard,2024-08-10,2029-08-30
CA1703,false,CU0509,AC2110,True,standard,2021-01-31,2029-08-21
CA0513,false,CU2876,AC2624,True,standard,2021-01-04,2026-05-21
CA4177,false,CU0501,AC0128,True,standard,2020-11-10,2030-09-16
CA4043,false,CU1413,AC2027,True,standard,2023-11-24,2026-04-07
CA1142,false,CU1998,AC2745,True,standard,2020-10-08,2026-03-28
CA3793,false,CU3387,AC2482,True,standard,2023-12-22,2025-08-30
CA0326,false,CU2652,AC1283,True,standard,2020-09-12,2026-08-28
CA0437,false,CU2830,AC2071,True,standard,2020-11-09,2026-11-14
CA0155,false,CU4803,AC0228,False,standard,2024-02-22,2026-03-01
CA3284,false,CU3014,AC0731,True,standard,2020-08-11,2029-03-01
CA2177,false,CU1228,AC0985,True,standard,2020-10-06,2026-04-21
CA2881,false,CU0027,AC3401,True,standard,2021-05-06,2026-04-30
CA5048,false,CU2618,AC0737,False,standard,2021-05-29,2029-05-24
CA0789,false,CU1656,AC0249,True,standard,2020-09-20,2026-09-03
CA5342,false,CU5367,AC0955,True,standard,2023-09-08,2029-04-28
CA2746,false,CU3619,AC1513,True,standard,2024-09-08,2029-09-04
CA3673,false,CU1853,AC0905,True,standard,2020-12-22,2029-01-14
CA0021,false,CU0493,AC2787,True,standard,2021-08-05,2029-07-31
CA0178,false,CU0271,AC4968,True,standard,2023-10-14,2026-02-02
CA4514,false,CU2365,AC4627,True,standard,2025-04-26,2026-10-15
CA1469,false,CU3644,AC0966,False,standard,2020-12-14,2029-12-28
CA1774,false,CU3471,AC5308,True,standard,2024-09-04,2026-09-11
CA1583,false,CU2336,AC1646,True,standard,2020-09-26,2026-09-19
CA0232,false,CU1566,AC2939,True,standard,2024-10-11,2026-03-04
CA1973,false,CU0013,AC3908,True,standard,2021-12-15,2026-02-23
CA1673,false,CU3835,AC1990,True,standard,2020-10-27,2026-10-29
CA2898,false,CU2307,AC1035,True,standard,2020-10-15,2029-02-06
CA0778,false,CU3430,AC1604,True,standard,2020-09-20,2029-01-09
CA0898,false,CU3683,AC0541,True,standard,2020-09-06,2026-09-22
CA4985,false,CU0701,AC3297,True,standard,2022-10-20,2029-08-01
CA4525,false,CU3101,AC0534,True,standard,2020-10-09,2030-10-18
CA2768,false,CU2266,AC4792,True,standard,2022-11-25,2026-05-21
CA0087,false,CU1908,AC0017,True,standard,2020-10-21,2026-10-21
CA4884,false,CU3972,AC1219,True,standard,2020-08-05,2026-01-15
CA3900,false,CU0417,AC5170,True,standard,2020-10-25,2026-10-25
CA1723,false,CU1200,AC4221,True,standard,2020-09-27,2029-10-05
CA2463,false,CU0251,AC2320,True,standard,2020-12-28,2025-12-15
CA3214,false,CU0375,AC3685,True,standard,2024-06-09,2029-07-04
CA3582,false,CU4189,AC4432,False,standard,2020-10-22,2026-02-23
CA0064,false,CU2036,AC0247,True,standard,2022-06-18,2030-07-15
CA4863,false,CU1134,AC2552,True,standard,2020-11-25,2028-11-18
CA0659,generic,CU3797,AC2992,True,standard,2020-07-26,2029-02-02
CA1257,false,CU1194,AC3083,True,standard,2021-02-09,2026-10-26
CA3693,generic,CU3861,AC4593,False,standard,2024-09-18,2029-10-05
CA4205,false,CU4802,AC3880,True,standard,2020-08-10,2029-06-29
CA1587,false,CU1469,AC2914,True,standard,2022-11-15,2029-06-23
CA2161,generic,CU1683,AC4247,False,standard,2020-10-07,2026-04-09
CA0159,false,CU3031,AC1780,False,standard,2024-04-10,2029-10-10
CA5282,false,CU3073,AC3686,True,standard,2020-07-21,2026-07-28
CA1528,false,CU4500,AC2177,True,standard,2020-09-16,2026-08-18
CA3849,false,CU3139,AC1259,True,standard,2020-11-04,2026-08-12
CA0452,false,CU0038,AC2948,True,standard,2020-12-02,2029-09-05
CA2121,false,CU3406,AC4869,True,standard,2024-12-02,2026-06-23
CA1681,false,CU5157,AC3555,True,standard,2023-12-07,2025-10-26
CA3923,false,CU4093,AC3628,True,standard,2021-08-21,2029-09-03
CA0826,false,CU0385,AC5359,True,standard,2022-10-23,2029-07-07
CA3356,false,CU5321,AC3707,True,standard,2024-10-08,2026-11-22
CA0548,false,CU2126,AC1336,True,standard,2024-01-03,2028-11-28
CA0399,false,CU0667,AC5054,True,standard,2021-02-04,2025-09-06
CA2079,false,CU2363,AC1667,True,standard,2024-07-01,2029-09-17
CA2282,false,CU5045,AC1962,True,standard,2020-09-12,2029-09-29
CA0945,false,CU2262,AC2311,True,standard,2022-04-13,2029-10-12
CA5088,false,CU0808,AC2223,True,standard,2024-05-04,2029-05-21
CA5312,false,CU1520,AC3872,True,standard,2020-08-17,2026-02-24
CA3266,false,CU4484,AC1680,False,standard,2022-05-11,2030-05-02
CA1863,false,CU1178,AC1292,True,standard,2020-12-04,2026-12-10
CA3975,false,CU4589,AC2203,True,standard,2020-12-25,2028-12-07
CA2255,false,CU0032,AC2109,True,standard,2021-05-03,2029-03-31
CA0333,false,CU5061,AC1177,True,standard,2020-10-23,2029-09-19
CA3199,false,CU3676,AC2647,True,standard,2020-12-26,2029-01-16
CA0162,false,CU2954,AC1320,True,standard,2020-11-25,2029-02-23
CA0060,false,CU3311,AC2907,True,standard,2022-01-20,2029-08-12
CA3226,false,CU5022,AC0755,True,standard,2020-03-20,2030-03-04
CA5000,false,CU3981,AC4283,True,standard,2021-11-26,2029-09-11
CA3819,false,CU2888,AC3256,True,standard,2024-09-06,2029-08-03
CA2158,false,CU0141,AC3122,True,standard,2020-11-02,2026-03-19
CA3285,false,CU0060,AC3084,True,standard,2020-10-06,2029-04-12
CA3169,false,CU3349,AC3776,True,standard,2023-09-02,2029-02-11
CA2546,false,CU2189,AC2593,True,standard,2025-05-25,2030-06-06
CA2291,false,CU0018,AC4950,True,standard,2020-10-09,2026-05-01
CA3432,false,CU5220,AC4856,True,standard,2020-09-04,2026-01-17
CA4518,false,CU2977,AC2805,False,standard,2022-09-05,2029-07-27
CA2620,false,CU1577,AC2857,True,standard,2025-01-21,2026-03-05
CA0737,false,CU3067,AC0698,True,standard,2024-08-28,2029-03-12
CA5323,false,CU1583,AC1526,True,standard,2020-08-14,2029-08-13
CA3378,false,CU3962,AC2017,False,standard,2025-05-08,2030-05-22
CA3234,false,CU0156,AC3350,True,standard,2023-11-26,2026-11-13
CA0774,false,CU3651,AC3735,True,standard,2024-06-08,2029-07-17
CA0121,false,CU1692,AC2953,True,standard,2020-10-19,2026-04-30
CA4054,false,CU2496,AC4062,True,standard,2021-08-23,2029-01-10
CA0643,false,CU1338,AC1491,True,standard,2022-11-09,2029-03-12
CA4609,false,CU1421,AC0166,True,standard,2020-09-17,2029-03-03
CA1236,false,CU5211,AC1696,True,standard,2020-08-03,2026-08-04
CA4914,false,CU4213,AC0804,True,standard,2024-01-20,2026-05-17
CA4630,false,CU5212,AC1207,True,standard,2020-09-06,2026-08-28
CA0036,false,CU4181,AC4648,True,standard,2021-03-13,2029-05-07
CA2566,false,CU3473,AC4485,True,standard,2020-10-07,2030-10-26
CA3329,false,CU3634,AC4265,True,standard,2020-10-22,2029-04-19
CA5101,false,CU2571,AC1087,True,standard,2023-12-17,2026-02-18
CA1333,false,CU3202,AC1327,True,standard,2021-05-30,2026-04-05
CA3820,false,CU3010,AC2685,True,standard,2021-03-31,2029-01-31
CA4991,false,CU0817,AC0221,True,standard,2022-10-26,2026-03-17
CA4378,false,CU5005,AC0442,True,standard,2020-08-23,2030-06-11
CA1303,false,CU3400,AC3009,True,standard,2021-01-02,2026-10-17
CA3902,false,CU4430,AC4381,True,standard,2020-09-21,2026-08-17
CA0292,false,CU3516,AC3516,True,standard,2022-11-18,2029-08-11
CA3652,false,CU1730,AC1471,True,standard,2021-05-13,2026-02-17
CA0457,false,CU4800,AC5024,True,standard,2020-06-25,2029-01-09
CA1154,false,CU2384,AC1746,True,standard,2020-08-27,2029-03-05
CA0527,false,CU1731,AC2119,True,standard,2022-12-14,2029-07-09
CA5098,false,CU3092,AC4149,True,standard,2024-12-22,2030-01-02
CA3336,false,CU5312,AC0962,True,standard,2020-09-21,2026-03-05
CA1104,false,CU0645,AC3110,True,standard,2020-10-16,2026-10-11
CA0163,false,CU4096,AC4849,True,standard,2021-01-20,2026-03-08
CA5174,false,CU3547,AC0019,True,standard,2020-10-03,2025-10-12
CA2844,false,CU0452,AC0227,True,standard,2023-11-06,2026-11-17
CA1418,false,CU4909,AC3502,True,standard,2020-07-24,2026-08-17
CA1732,generic,CU1701,AC2099,True,standard,2020-08-06,2029-02-21
CA4152,false,CU4227,AC4794,True,standard,2020-11-09,2026-11-19
CA4682,false,CU4958,AC1787,True,standard,2020-10-02,2029-10-28
CA2460,false,CU2921,AC0931,True,standard,2024-05-19,2029-06-04
CA2864,false,CU3622,AC1137,True,standard,2021-03-21,2026-01-23
CA1985,false,CU2827,AC0154,True,standard,2022-12-17,2029-07-19
CA0006,false,CU2783,AC2283,True,standard,2020-11-30,2026-10-27
CA5262,false,CU4391,AC1589,True,standard,2024-12-09,2026-06-05
CA0453,generic,CU4123,AC2688,True,standard,2020-09-25,2025-10-16
CA4913,false,CU2849,AC4664,True,standard,2022-07-25,2026-10-28
CA1710,false,CU4819,AC3237,True,standard,2020-10-05,2026-07-06
CA3141,false,CU5092,AC3206,True,standard,2020-08-11,2026-08-06
CA3866,false,CU4376,AC4054,True,standard,2020-11-01,2026-10-27
CA3924,false,CU3305,AC1705,True,standard,2021-01-06,2026-11-14
CA2992,false,CU1669,AC1804,True,standard,2020-08-10,2026-02-21
CA1356,false,CU5278,AC1744,True,standard,2023-08-24,2025-12-29
CA2370,false,CU1981,AC3605,True,standard,2020-08-16,2026-08-20
CA3497,false,CU4045,AC0586,True,standard,2022-12-24,2026-10-11
CA5053,generic,CU1619,AC4680,False,standard,2020-10-26,2029-05-14
CA1179,false,CU3625,AC0549,True,standard,2022-03-24,2029-06-22
CA4278,false,CU5268,AC1099,True,standard,2021-04-01,2026-09-06
CA4853,false,CU4811,AC1421,True,standard,2020-08-15,2026-08-24
CA0950,false,CU2368,AC4925,True,standard,2020-11-14,2026-04-28
CA5070,generic,CU4381,AC4705,False,standard,2021-01-17,2026-07-13
CA4500,false,CU0134,AC3892,False,standard,2024-06-27,2026-08-06
CA2059,false,CU1501,AC5191,True,standard,2020-10-18,2026-05-12
CA2374,false,CU3442,AC0234,True,standard,2023-05-04,2026-04-04
CA2448,false,CU0807,AC1055,True,standard,2020-11-01,2029-05-26
CA1126,false,CU5221,AC1453,True,standard,2021-08-17,2029-09-06
CA1879,false,CU5162,AC0696,True,standard,2024-12-07,2028-11-24
CA4163,false,CU4174,AC3281,True,standard,2020-12-31,2026-05-13
CA5121,false,CU1309,AC1920,False,standard,2020-09-16,2026-02-20
CA5202,false,CU4837,AC0284,True,standard,2022-06-25,2030-07-02
CA1329,false,CU1967,AC0390,True,standard,2025-02-13,2026-12-10
CA0154,false,CU0015,AC1467,True,standard,2025-04-13,2030-06-08
CA1809,false,CU0674,AC4557,True,standard,2024-06-03,2029-06-20
CA4435,false,CU1366,AC3888,False,standard,2022-02-04,2026-02-07
CA0123,false,CU2747,AC1377,True,standard,2023-12-25,2025-10-15
CA1423,false,CU0246,AC2634,True,standard,2024-05-06,2029-04-23
CA4279,false,CU0595,AC0207,True,standard,2023-06-27,2026-07-08
CA2112,false,CU3704,AC2662,False,standard,2024-11-25,2026-04-03
CA1048,false,CU1436,AC1883,True,standard,2022-09-26,2025-10-02
CA0852,false,CU2031,AC4372,True,standard,2020-01-07,2025-12-31
CA4400,false,CU4175,AC0038,True,standard,2023-06-01,2026-05-20
CA3603,false,CU0306,AC3894,True,standard,2021-12-30,2029-12-20
CA1014,false,CU4141,AC0289,True,standard,2021-12-30,2030-02-06
CA3524,false,CU3589,AC2480,True,standard,2025-03-24,2030-03-02
CA4581,false,CU1458,AC1129,True,standard,2025-02-26,2025-10-30
CA0191,false,CU3249,AC0007,True,standard,2024-02-24,2029-01-01
CA1613,false,CU2382,AC4437,True,standard,2019-11-01,2026-07-20
CA4634,false,CU1191,AC5188,True,standard,2024-08-21,2029-08-24
CA1687,false,CU4631,AC3415,True,standard,2023-04-30,2026-05-04
CA1201,false,CU0203,AC3023,False,standard,2020-08-10,2028-12-02
CA0843,false,CU0333,AC0687,True,standard,2018-02-21,2029-02-21
CA2977,false,CU2731,AC3664,True,standard,2025-02-09,2030-02-16
CA2866,false,CU1281,AC2057,True,standard,2022-01-26,2030-03-04
CA3260,false,CU1999,AC0813,False,standard,2021-11-10,2029-11-28
CA0972,false,CU0813,AC1161,True,standard,2022-04-02,2030-04-08
CA2671,false,CU0823,AC4031,False,standard,2017-08-19,2030-02-09
CA3482,false,CU0995,AC3946,False,standard,2022-06-22,2026-04-25
CA3654,false,CU2732,AC1024,True,standard,2020-06-10,2029-11-12
CA0208,false,CU1181,AC4371,True,standard,2024-04-08,2026-06-26
CA0078,false,CU2201,AC3863,False,standard,2022-07-06,2030-06-16
CA0076,false,CU5303,AC2136,False,standard,2019-08-12,2025-09-06
CA3062,false,CU0407,AC1286,True,standard,2022-08-11,2025-08-04
CA3430,false,CU0590,AC1614,True,standard,2020-02-04,2026-01-28
CA4406,false,CU1253,AC4736,True,standard,2025-02-02,2030-02-20
CA3870,false,CU0946,AC4652,True,standard,2020-01-28,2026-02-04
CA1953,false,CU5129,AC5270,True,standard,2016-04-26,2030-05-14
CA4476,false,CU4200,AC2890,True,standard,2023-06-18,2030-01-02
CA2888,false,CU4959,AC2926,True,standard,2019-07-31,2030-09-09
CA2151,false,CU1287,AC3133,True,standard,2025-02-05,2029-10-29
CA1733,false,CU3711,AC2656,True,standard,2020-06-04,2026-07-06
CA0587,false,CU4884,AC2879,True,standard,2020-07-28,2026-06-27
CA3438,false,CU4397,AC4036,True,standard,2021-06-04,2029-05-18
CA0956,false,CU1975,AC5125,True,standard,2024-07-28,2026-01-07
CA0773,false,CU0083,AC3012,True,standard,2025-04-15,2030-03-18
CA4993,false,CU2764,AC3090,False,standard,2024-05-23,2026-06-01
CA2199,false,CU2135,AC3723,True,standard,2022-03-15,2030-03-29
CA2857,generic,CU5155,AC4624,True,standard,2022-10-31,2030-01-17
CA3864,false,CU2559,AC0572,True,standard,2024-07-16,2029-07-29
CA4477,false,CU1219,AC1963,True,standard,2019-08-10,2030-06-19
CA2277,generic,CU4522,AC0115,False,standard,2020-06-26,2026-07-13
CA2334,false,CU0009,AC2289,True,standard,2020-11-21,2026-11-10
CA3166,false,CU2198,AC5153,True,standard,2023-02-13,2026-08-21
CA1925,false,CU2887,AC1279,True,standard,2023-09-03,2029-04-04
CA5170,false,CU1954,AC2799,True,standard,2020-08-29,2026-09-22
CA3492,false,CU3524,AC0659,True,standard,2024-05-17,2029-05-22
CA1402,false,CU2733,AC3900,True,standard,2021-11-15,2029-10-31
CA4186,false,CU1595,AC3349,False,standard,2022-10-01,2029-01-24
CA2744,false,CU4489,AC0110,True,standard,2023-02-16,2026-02-10
CA3663,false,CU1568,AC0706,False,standard,2024-06-30,2029-01-13
CA4190,false,CU2056,AC5052,True,standard,2025-05-11,2030-03-23
CA4213,false,CU4314,AC2795,True,standard,2024-09-29,2029-06-12
CA1550,generic,CU0970,AC4937,False,standard,2018-06-04,2029-05-10
CA3241,false,CU2443,AC3627,True,standard,2019-12-03,2025-09-27
CA3024,false,CU0143,AC1971,True,standard,2017-01-04,2026-01-12
CA2717,false,CU1557,AC2628,True,standard,2017-06-25,2026-07-19
CA2795,false,CU2638,AC4126,True,standard,2020-12-27,2028-12-30
CA5298,false,CU4850,AC4377,True,standard,2023-05-11,2026-04-18
CA0477,false,CU1534,AC2024,True,standard,2020-11-24,2029-08-19
CA0161,false,CU0007,AC0458,True,standard,2020-09-16,2026-10-17
CA0416,false,CU2939,AC3759,True,standard,2024-12-12,2029-12-24
CA2538,false,CU0552,AC2022,True,standard,2020-12-02,2029-01-05
CA2019,false,CU1318,AC0133,True,standard,2018-02-22,2029-02-03
CA3584,false,CU3820,AC4738,True,standard,2019-11-06,2029-05-22
CA1264,false,CU2998,AC4358,True,standard,2020-02-23,2026-03-28
CA3351,false,CU2626,AC0523,True,standard,2024-05-28,2030-06-04
CA5226,false,CU0866,AC2740,True,standard,2024-08-28,2026-03-20
CA4295,false,CU5343,AC1767,True,standard,2016-09-25,2025-10-20
CA1371,false,CU0302,AC3651,True,standard,2025-04-07,2030-03-30
CA1477,false,CU0979,AC1582,True,standard,2019-10-28,2025-11-02
CA0919,false,CU0990,AC1282,True,standard,2021-09-17,2029-09-30
CA0599,false,CU2018,AC3365,True,standard,2025-07-09,2026-09-29
CA2883,false,CU3051,AC1184,True,standard,2023-01-07,2025-11-14
CA1531,generic,CU0702,AC3153,False,standard,2020-09-11,2026-08-04
CA4488,false,CU3063,AC5354,True,standard,2023-09-09,2026-09-28
CA0033,generic,CU2811,AC2993,True,standard,2024-04-26,2029-04-18
CA4345,false,CU2779,AC4102,True,standard,2019-07-28,2025-08-14
CA1660,false,CU5154,AC1647,True,standard,2025-02-11,2029-12-04
CA4977,false,CU1101,AC3329,False,standard,2022-05-22,2025-05-18
CA1328,false,CU4375,AC1891,True,standard,2020-09-23,2026-09-02
CA5106,false,CU3354,AC1088,True,standard,2021-06-11,2026-11-17
CA0869,false,CU1303,AC3429,True,standard,2024-05-12,2029-07-05
CA4482,false,CU1720,AC4642,True,standard,2025-05-13,2030-03-17
CA3678,false,CU3759,AC2580,True,standard,2021-04-18,2029-05-08
CA3617,false,CU2329,AC5144,True,standard,2019-06-27,2030-07-20
CA3051,false,CU0371,AC2915,False,standard,2025-02-21,2030-01-21
CA5032,false,CU1688,AC2569,True,standard,2020-06-06,2026-07-04
CA2473,false,CU5225,AC3572,True,standard,2019-11-23,2025-12-22
CA2702,false,CU3614,AC0724,True,standard,2023-12-02,2026-05-24
CA1406,false,CU0571,AC0976,True,standard,2019-04-07,2030-03-11
CA0018,false,CU4157,AC1600,True,standard,2020-07-02,2026-07-07
CA0500,false,CU1286,AC3728,True,standard,2022-10-22,2029-05-08
CA4271,false,CU1238,AC5215,True,standard,2025-03-02,2030-03-09
CA4420,generic,CU1955,AC1409,False,standard,2022-03-08,2029-12-20
CA2357,false,CU3164,AC4607,True,standard,2021-10-23,2029-11-05
CA3680,generic,CU0971,AC2887,False,standard,2019-07-16,2025-04-24
CA4919,false,CU4382,AC0560,True,standard,2023-04-05,2026-04-16
CA2040,false,CU0881,AC2261,True,standard,2025-02-20,2030-02-03
CA2704,false,CU1924,AC1823,True,standard,2023-04-21,2026-04-13
CA4137,generic,CU4938,AC0651,False,standard,2023-12-12,2029-04-18
CA1663,false,CU2935,AC4060,False,standard,2024-11-12,2029-09-10
CA0529,false,CU1865,AC2375,True,standard,2020-04-25,2026-03-29
CA1220,false,CU0414,AC1841,True,standard,2023-01-10,2026-01-09
CA5087,false,CU1638,AC3963,True,standard,2020-10-18,2025-11-24
CA3886,false,CU3965,AC3959,False,standard,2020-10-22,2026-10-24
CA4552,false,CU4308,AC4262,True,standard,2024-04-24,2029-04-19
CA0077,false,CU2076,AC1751,True,standard,2023-09-25,2025-12-14
CA4774,false,CU1524,AC4160,False,standard,2023-07-05,2026-07-26
CA3514,false,CU3737,AC1045,True,standard,2025-04-25,2030-05-21
CA0589,false,CU2588,AC2144,True,standard,2023-07-17,2029-01-12
CA4447,generic,CU1250,AC2323,False,standard,2023-10-12,2030-05-05
CA4357,false,CU4408,AC1983,True,standard,2022-01-14,2030-02-18
CA1025,phishing,CU3070,AC1812,False,standard,2022-07-14,2025-06-19
CA3225,phishing,CU3700,AC0630,False,standard,2023-02-01,2026-02-16
CA4922,false,CU0730,AC4867,True,standard,2021-02-05,2029-02-19
CA4538,false,CU5350,AC0456,True,standard,2023-06-20,2026-07-16
CA1920,false,CU2978,AC4361,True,standard,2021-02-06,2026-05-28
CA2954,false,CU2852,AC3527,True,standard,2023-01-02,2026-01-17
CA3344,false,CU0057,AC0924,True,standard,2022-01-22,2026-06-17
CA3258,false,CU1696,AC4601,True,standard,2024-10-15,2029-11-08
CA3491,phishing,CU0212,AC0084,False,standard,2016-03-21,2025-04-15
CA0845,false,CU3789,AC0152,True,standard,2024-08-03,2025-09-02
CA2944,false,CU1770,AC0141,True,standard,2024-10-16,2029-08-23
CA5351,false,CU1677,AC4301,True,standard,2022-11-13,2025-11-21
CA4288,false,CU0021,AC5206,True,standard,2021-04-25,2029-04-04
CA4347,false,CU0566,AC3359,True,standard,2020-03-14,2026-04-08
CA4798,false,CU3402,AC1238,True,standard,2020-09-16,2026-08-24
CA1868,false,CU4343,AC1673,True,standard,2020-01-31,2026-01-21
CA4041,false,CU2032,AC2263,True,standard,2025-04-21,2029-11-14
CA5019,false,CU3623,AC0098,True,standard,2022-08-13,2025-09-30
CA4161,false,CU2159,AC4406,True,standard,2024-06-18,2029-09-20
CA0738,false,CU5208,AC3140,True,standard,2020-03-22,2025-11-25
CA0250,false,CU3299,AC3899,True,standard,2025-03-19,2030-03-24
CA2564,false,CU4256,AC3265,False,standard,2021-04-14,2029-05-19
CA2860,false,CU1314,AC3174,True,standard,2025-03-16,2030-01-19
CA3842,false,CU5037,AC2768,True,standard,2022-03-16,2030-03-16
CA1622,false,CU1125,AC5290,True,standard,2025-04-08,2030-03-16
CA3449,false,CU3673,AC0188,True,standard,2024-02-19,2029-02-27
CA0683,false,CU4509,AC4367,True,standard,2022-03-23,2030-03-10
CA4052,false,CU1937,AC0708,True,standard,2025-04-20,2030-03-19
CA4105,false,CU1288,AC2342,False,standard,2022-11-18,2025-11-27
CA0677,false,CU1374,AC3849,True,standard,2022-06-01,2030-03-22
CA0271,false,CU2183,AC4951,True,standard,2022-11-03,2030-03-18
CA3954,false,CU0631,AC1284,True,standard,2024-05-25,2029-05-31
CA3215,generic,CU5209,AC0223,False,standard,2022-08-30,2025-07-21
CA2437,false,CU2995,AC0310,True,standard,2021-06-15,2029-04-29
CA3211,false,CU2130,AC4719,True,standard,2020-06-16,2026-06-27
CA4832,false,CU2627,AC1472,True,standard,2025-03-09,2030-01-20
CA4927,false,CU1745,AC2479,True,standard,2023-02-16,2029-11-16
CA4249,false,CU4879,AC0214,False,standard,2021-05-05,2025-04-27
CA0142,false,CU2901,AC3443,True,standard,2018-05-16,2029-05-22
CA4532,false,CU4263,AC2063,True,standard,2021-12-25,2030-01-07
CA5165,false,CU0346,AC3773,True,standard,2023-03-26,2026-04-19
CA4675,false,CU0373,AC3369,True,standard,2022-10-13,2030-08-28
CA2219,false,CU2507,AC0121,True,standard,2023-05-24,2026-06-03
CA0814,false,CU1874,AC1291,True,standard,2022-11-01,2030-04-30
CA4059,false,CU1648,AC2779,True,standard,2022-03-09,2030-01-30
CA4417,false,CU1094,AC3198,True,standard,2021-01-09,2026-11-22
CA3728,false,CU0948,AC2260,True,standard,2019-11-13,2025-11-25
CA3938,false,CU4328,AC1201,True,standard,2025-06-16,2030-06-24
CA0219,false,CU1920,AC2056,True,standard,2024-01-24,2029-01-09
CA2478,false,CU2395,AC3272,True,standard,2020-09-11,2025-12-28
CA2349,false,CU5148,AC1688,True,standard,2025-03-25,2030-02-23
CA3915,false,CU3857,AC4460,True,standard,2019-10-16,2025-10-21
CA2401,false,CU2407,AC3791,True,standard,2024-12-10,2029-11-07
CA3876,false,CU3463,AC2590,True,standard,2024-08-20,2029-08-22
CA3538,false,CU1632,AC3588,True,standard,2024-06-09,2026-09-03
CA1924,false,CU1598,AC0329,True,standard,2025-01-13,2029-07-14
CA2260,false,CU3213,AC0210,False,standard,2022-01-01,2029-10-29
CA2666,false,CU3098,AC3172,True,standard,2024-12-30,2029-08-20
CA0591,false,CU4464,AC0757,False,standard,2023-06-05,2026-05-25
CA2250,false,CU2455,AC5126,True,standard,2023-02-07,2026-02-15
CA2853,generic,CU0442,AC0726,False,standard,2023-05-25,2026-06-09
CA2775,false,CU2553,AC0309,True,standard,2016-10-11,2030-05-02
CA0194,false,CU5258,AC1682,True,standard,2019-05-31,2030-05-28
CA0319,false,CU4092,AC2543,True,standard,2023-05-26,2026-05-27
CA5370,false,CU0892,AC0470,True,standard,2025-03-18,2030-04-05
